unitcode,title,level,outcome_number,original_outcome,rewritten_outcome,evaluation,status,feedback,assessment,processing_time
LAWS5307,Special unit: Mooting,5,1,Develop the ability to exercise professional judgement by developing appropriate written and oral arguments based on the facts to a hypothetical problem and analyse legal arguments submitted by others,,ALREADY_GOOD,GOOD,"This outcome appropriately targets synthesis by requiring the creation of arguments and analysis of opposing viewpoints, demonstrating a higher-order thinking skill.","Moot 
Student participation",2.948374414
LAWS5307,Special unit: Mooting,5,2,demonstrate the ability to (a) examine and critically analyse traditional and emerging areas of law; (b) understand and apply core principles of law to a complex hypothetical problem,Formulate novel legal arguments by integrating analysis of traditional and emerging areas of law with the application of core legal principles to complex hypothetical problems.,GOOD,NEEDS_REVISION,"This outcome contains elements of both analysis and application, and doesn’t fully reach the synthesis level; it focuses on *demonstrating* existing abilities rather than *creating* something new.","Moot 
Reflective Log
Student participation",2.948374414
LAWS5307,Special unit: Mooting,5,3,"build upon existing research and legal writing skills by undertaking high level self-directed legal research; and locate, synthesise and analyse relevant material from primary and secondary sources to demonstrate a critical understanding of the principles of law",,ALREADY_GOOD,GOOD,"This outcome effectively asks students to combine existing skills with new research to create a deeper understanding, fitting the synthesis level.","Moot 
Reflective Log
Student participation",2.948374414
LAWS5307,Special unit: Mooting,5,4,develop an advanced and integrated understanding of selected topics in the area of law relevant to the respective moots and acquire an understanding of the practice and procedures of the relevant dispute resolution mechanism,Design and present a moot court strategy integrating advanced legal knowledge with a practical understanding of dispute resolution procedures.,GOOD,COULD_IMPROVE,"While aiming for a deeper understanding, this outcome is somewhat passive and doesn’t explicitly require students to *do* something with that understanding.","Moot 
Reflective Log
Student participation",2.948374414
LAWS5307,Special unit: Mooting,5,5,"collaborate effectively with moot team members to undertake research and prepare submissions; undertake research and preparation of written submissions with a high level of autonomy; and, reflect on and assess individual and team performance in relation to oral and written submissions.",,ALREADY_GOOD,GOOD,"This outcome requires students to combine collaboration, independent work, and reflective assessment, demonstrating a synthesis of skills and knowledge. The unit has 5 Learning Outcomes, which is appropriate for a 6-point unit. While most outcomes align with the synthesis level, one outcome requires revision to fully embody the creation and integration of knowledge expected at Level 5.","Reflective Log
Moot 
Student participation",2.948374414
BUSN4441,Dissertation (Business Management) Part 1,4,1,develop research knowledge and skills while completing a research project. This starts with the development of a proposal followed by the carrying out of the project and the final write-up of the project,Critically evaluate different research methodologies and justify the selection of an appropriate method for a business management research project.,GOOD,NEEDS_REVISION,"This outcome is currently at the Synthesis level (developing) rather than Analysis. The unit currently has only one learning outcome, which is below the acceptable range of 3-6 for a 6-point unit. Furthermore, the provided learning outcome is not aligned with the expected Bloom's Taxonomy level of Analysis (Level 4) and requires revision to focus on critical evaluation and justification rather than development.",dissertation,8.892598867
NEUR5011,Neurological Disorders,5,1,understand how the brain develops with insight into mechanisms and molecular pathways,"Design a model illustrating the molecular pathways involved in typical brain development, integrating current research findings.",GOOD,NEEDS_REVISION,"This outcome focuses on comprehension (""understand"") rather than synthesis, and the phrase ""insight into"" is problematic.","attendance at seminars, case study",3.212972641
NEUR5011,Neurological Disorders,5,2,understand how abnormal development leads to neurological disorders,"Propose a novel hypothesis explaining the link between a specific developmental abnormality and a chosen neurological disorder, justifying your reasoning with evidence.",GOOD,NEEDS_REVISION,"Similar to the first outcome, this relies on comprehension (""understand"") and lacks a synthetic element.","case study, formal oral presentation",3.212972641
NEUR5011,Neurological Disorders,5,3,gain an appreciation into the impact of abnormal brain development and function on society,Develop a public awareness campaign addressing the societal challenges faced by individuals with a specific neurological disorder resulting from abnormal brain development.,GOOD,COULD_IMPROVE,"While ""impact"" suggests a broader view, ""appreciation"" is a problematic term. It could be strengthened by requiring a creative output.","attendance at seminars, case study, formal oral presentation",3.212972641
NEUR5011,Neurological Disorders,5,4,gain experience in interacting with patients and professional carers in the context of neurological conditions,"Create a simulated patient interaction scenario, demonstrating effective communication strategies for discussing a neurological condition with both patients and their carers.",GOOD,NEEDS_REVISION,"This outcome focuses on experience, which is not measurable and doesn't align with Bloom's Taxonomy. The provided learning outcomes are generally inappropriate for a Level 5 (Synthesis) unit, primarily focusing on comprehension and utilising problematic phrasing. The quantity of four outcomes is within the acceptable range for a 6-point unit, but they require significant revision to align with the expected Bloom's level and avoid prohibited terms.","case study, formal oral presentation",3.212972641
LAWS4251,International Sales Law,4,1,critically assess the context of sales in trade and commerce,,ALREADY_GOOD,GOOD,This learning outcome is appropriately positioned at Level 4 (Analysis) as 'critically assess' demands a detailed examination and judgement of the context.,"Class discussion, tutorial presentations and research essay",3.247569203
LAWS4251,International Sales Law,4,2,apply analytical and technical skills to critically evaluate the CISG and its role in governing international sales,,ALREADY_GOOD,GOOD,"This outcome is also suitable for Level 4, requiring students to not only apply skills but also to critically evaluate the CISG, demonstrating analytical capabilities. The two learning outcomes provided are appropriate for a 6-point unit, falling within the acceptable range of 3-6 outcomes, and both effectively target the Analysis level of Bloom’s Taxonomy through the use of verbs like ‘critically assess’ and ‘critically evaluate’.","Class discussion, tutorial presentations and research essay",3.247569203
SCTS3001,Science and Technology in Focus,3,1,analyse how scientific knowledge is made and be able to interpret scientific information,Apply principles of scientific methodology to evaluate the creation of scientific knowledge and interpret scientific data.,GOOD,NEEDS_REVISION,This outcome blends Analysis (analyse) with Comprehension (interpret) and is therefore not consistently at the Application level.,"research essay, exam, journal reports",3.836702426
SCTS3001,Science and Technology in Focus,3,2,"interpret the social context in which scientific knowledge is created, debated, critiqued and applied",Apply understanding of the social context of science and technology to analyse the impact of scientific advancements on society.,GOOD,COULD_IMPROVE,"While 'interpret' is within the Comprehension domain, it could be strengthened to focus on *using* this understanding in a practical way.","research essay, exam, journal reports",3.836702426
SCTS3001,Science and Technology in Focus,3,3,evaluate problems in the humanistic study of science and technology,Use established frameworks from the humanities to investigate and report on challenges in the study of science and technology.,GOOD,NEEDS_REVISION,"'Evaluate' is at the Evaluation level (Level 6), which is too high for a Level 3 unit focused on Application. The three learning outcomes provided are not consistently aligned with the expected Application level (Level 3) for this unit, and two require significant revision. The quantity of three learning outcomes is appropriate for a 6-point unit, but the outcomes need to be refocused to emphasize the practical application of knowledge rather than higher-order cognitive processes like analysis and evaluation.","research essay, exam",3.836702426
ENVT5004,Decoding and Recoding for Environmental Biotechnology,5,1,assemble the genomes of  non-model and model organisms,,ALREADY_GOOD,GOOD,"This outcome aligns with the Synthesis level, requiring students to combine information and create a new product (assembled genomes).","assignment, quiz",2.891911745
ENVT5004,Decoding and Recoding for Environmental Biotechnology,5,2,"critically analyse the application of the CRISPR-CAS techniques principle, to a range of plants and animals",Develop a novel application of CRISPR-CAS techniques to address a specific challenge in plant or animal biotechnology.,GOOD,NEEDS_REVISION,"This outcome is at the Analysis level, focusing on breaking down and examining information, rather than creating something new.","assignment, quiz",2.891911745
ENVT5004,Decoding and Recoding for Environmental Biotechnology,5,3,design approaches to build new properties into plants and animals,,ALREADY_GOOD,GOOD,"This outcome is appropriately positioned at the Synthesis level, as it requires students to formulate and construct new solutions.","assignment, quiz",2.891911745
ENVT5004,Decoding and Recoding for Environmental Biotechnology,5,4,debate the ethics of next generation DNA modification technologies,Formulate a comprehensive ethical framework for the responsible development and application of next-generation DNA modification technologies.,GOOD,COULD_IMPROVE,"While debate involves some synthesis of arguments, it leans more towards Evaluation. The unit has 4 Learning Outcomes, which is within the appropriate range for a 6-point unit (3-6 outcomes). However, one outcome is at the incorrect Bloom’s level (Analysis) and another could be strengthened to more clearly demonstrate synthesis (Evaluation).",group presentation,2.891911745
PODI5336,Clinical Podiatric Practice 6,5,1,display professional behaviour in the educational and clinical setting,Develop and demonstrate a professional portfolio reflecting ethical conduct and collaborative practice within educational and clinical environments.,GOOD,NEEDS_REVISION,This outcome is at a lower Bloom’s level (likely Comprehension or Application) as it focuses on *displaying* rather than *creating* or *synthesising* a professional approach.,"Examination(s)
Clinical Assessment(s)
Professional Behaviour Assessment",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,2,formulate entry level practitioner critical clinical reasoning skills,,ALREADY_GOOD,GOOD,"This outcome appropriately uses the verb 'formulate' which aligns with the Synthesis level, requiring the creation of new reasoning skills.","Assignment(s)
Examination(s)
Clinical Assessment(s)
Professional Behaviour Assessment",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,3,"apply communication skills, cultural awareness and ethical principles of practice patient centered care at entry level practitioner standard","Integrate communication skills, cultural awareness, and ethical principles to design and deliver patient-centered care plans at an entry-level practitioner standard.",GOOD,NEEDS_REVISION,"The verb 'apply' places this at the Application level, not Synthesis.","Assignment(s)
Examination(s)
Clinical Assessment(s)
Professional Behaviour Assessment",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,4,demonstrate skills of a reflective practitioner in seeking to identify and address gaps in knowledge and practice at entry level practitioner standard,"Construct a personal development plan based on reflective practice, identifying and addressing gaps in knowledge and practice at an entry-level practitioner standard.",GOOD,COULD_IMPROVE,"While 'demonstrate' is acceptable, it's weaker for Synthesis.","Assignment(s)
Examination(s)
Clinical Assessment(s)
Professional Behaviour Assessment",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,5,appraise the results of medical imaging tests employed in the diagnosis and management of lower limb pathology,Synthesise findings from medical imaging tests with clinical examination to create a comprehensive diagnostic assessment of lower limb pathology.,GOOD,NEEDS_REVISION,"'Appraise' is an Evaluation level verb, not Synthesis.","Assignment(s)
Clinical Assessment(s)",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,6,formulate evidence based management of podpopulations in conservative and minor surgical procedures,,ALREADY_GOOD,GOOD,"The verb 'formulate' is appropriate for Synthesis, requiring the creation of management plans based on evidence.","Assignment(s)
Examination(s)
Clinical Assessment(s)",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,7,"understand and implement strategies for health maintenance, promotion and disease prevention in a range of population sub-groups","Design and implement innovative health maintenance, promotion, and disease prevention strategies tailored to diverse population sub-groups.",GOOD,NEEDS_REVISION,'Understand' and 'implement' are both lower-order Bloom’s Taxonomy verbs (Comprehension and Application).,"Assignment(s)
Examination(s)
Clinical Assessment(s)
Professional Behaviour Assessment",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,8,safely formulate and perform minor podiatric surgery under local anaesthesia for a range of common conditions,,ALREADY_GOOD,GOOD,"'Formulate' and 'perform' (when considered as a created action) align with the Synthesis level, requiring the creation and execution of a surgical plan.","Assignment(s)
Examination(s)
Clinical Assessment(s)",2.158010562
PODI5336,Clinical Podiatric Practice 6,5,9,"formulate and apply learning and application of therapeutic management of patients using WIL experiences at expected graduate entry level inclusive of ESM, National Health Strategies, Health Frameworks and International guidelines","Develop and implement therapeutic management plans for patients, integrating learnings from WIL experiences with ESM, National Health Strategies, Health Frameworks, and International guidelines.",GOOD,COULD_IMPROVE,"While 'formulate' is good, 'apply' lowers the overall level. The unit has 9 Learning Outcomes, which is appropriate for a 12-point unit, but is too many for a 6-point unit (should be 3-6). Several of the Learning Outcomes are not at the expected Synthesis level and require revision to use stronger verbs that focus on creating, designing, or formulating new approaches, rather than simply applying or demonstrating existing skills.","Examination(s)
Clinical Assessment(s)
Professional Behaviour Assessment",2.158010562
MUSC5003,Foundations in Music Pedagogy,5,1,demonstrate an awareness of best practice in music pedagogy,"Construct a pedagogical plan demonstrating best practice in music education, justifying choices based on current research.",GOOD,NEEDS_REVISION,"This outcome uses the problematic verb ""awareness"" which focuses on a lower-order cognitive skill.","in-class/on-line cohort presentation; written 
submission",2.457598686
MUSC5003,Foundations in Music Pedagogy,5,2,demonstrate the ability to develop a spiral curriculum which addresses the teaching of all elements of music,,ALREADY_GOOD,GOOD,"This outcome appropriately uses ""develop"" and requires the creation of something new – a spiral curriculum – aligning with the Synthesis level.","in-class/on-line cohort presentation; written 
submission",2.457598686
MUSC5003,Foundations in Music Pedagogy,5,3,demonstrate the ability to efficiently diagnose performance problems in rehearsal and in the classroom,"Design and implement diagnostic tools to identify performance problems in rehearsal and classroom settings, and propose targeted interventions.",GOOD,COULD_IMPROVE,"While ""diagnose"" is a strong verb, it leans towards analysis.","in-class/on-line individual presentation; written 
submission",2.457598686
MUSC5003,Foundations in Music Pedagogy,5,4,acquire a well grounded philosophy of music which demonstrates global awareness and embraces student-centered learning,"Formulate a personal philosophy of music education that integrates global perspectives and student-centered learning principles, justifying its application in diverse pedagogical contexts.",GOOD,NEEDS_REVISION,"""Acquire"" is a knowledge-level verb and the outcome focuses on gaining knowledge rather than creating something new.","in-class/on-line individual presentation; written 
submission",2.457598686
MUSC5003,Foundations in Music Pedagogy,5,5,demonstrate the ability to apply the tenets of educational psychology to ensure student-centred learning,Compose a series of lesson plans that creatively integrate principles of educational psychology to foster student-centred learning environments.,GOOD,COULD_IMPROVE,"""Apply"" is typically an application-level verb.","in-class/on-line cohort presentation; written 
submission",2.457598686
MUSC5003,Foundations in Music Pedagogy,5,6,demonstrate the ability to adjust teaching modes based on the knowledge and understanding of the variety of styles in which people learn,"Devise a flexible teaching framework that adapts to diverse learning styles, incorporating a range of pedagogical approaches and assessment strategies.",GOOD,COULD_IMPROVE,"""Adjust"" is a relatively weak verb for synthesis. The unit has 6 Learning Outcomes, which is appropriate for a 6-point unit. However, several outcomes require revision as they are not appropriately aligned with the Synthesis level (Level 5) and rely on lower-order verbs or focus on acquiring knowledge rather than creating new solutions or plans.","in-class/on-line individual presentation; written 
submission",2.457598686
ARTF2054,"Drawing, Painting & Print Studio",2,1,"demonstrate an understanding and application of the practices, languages, forms, materials, technologies and techniques in drawing, painting and printmedia","Explain the practices, languages, forms, materials, technologies and techniques used in drawing, painting and printmedia.",BAD,NEEDS_REVISION,"This outcome blends both Application and Comprehension, making it too broad for a Level 2 focus.",creative work; written work; oral presentation(s),2.776086283
ARTF2054,"Drawing, Painting & Print Studio",2,2,"develop concepts and processes by thinking creatively, critically and reflectively","Discuss the development of concepts and processes through creative, critical and reflective thinking.",BAD,COULD_IMPROVE,"While aiming for higher-order thinking, the verb ""develop"" leans towards Synthesis.",creative work; written work; oral presentation(s),2.776086283
ARTF2054,"Drawing, Painting & Print Studio",2,3,"demonstrate technical competency in utilising a range of skills relevant to drawing, painting and printmedia","Describe the technical skills relevant to drawing, painting and printmedia.",BAD,NEEDS_REVISION,"""Demonstrate"" is an Application-level verb, too high for Level 2.",creative work,2.776086283
ARTF2054,"Drawing, Painting & Print Studio",2,4,"explore the potential of a range of materials and processes used in drawing, painting and printmedia","Explain the potential of a range of materials and processes used in drawing, painting and printmedia.",GOOD,COULD_IMPROVE,"""Explore"" is a weak verb and could be strengthened to better fit Comprehension.",creative work,2.776086283
ARTF2054,"Drawing, Painting & Print Studio",2,5,"communicate information, ideas and proposals effectively in written, oral and creative modes","Summarise information, ideas and proposals using written, oral and creative modes.",GOOD,NEEDS_REVISION,"""Communicate"" implies Application, requiring performance. The unit has 5 Learning Outcomes, which is appropriate for a 6-point unit. However, several outcomes require revision as they utilise verbs from higher Bloom's Taxonomy levels than Comprehension (Level 2), and should be adjusted to focus on explaining, describing, or summarising rather than demonstrating or developing.",creative work; written work; oral presentation(s),2.776086283
SCIE5517,Masters Research Project in Oceanography Part 1,5,1,gather and critically assess the relevant literature for a pre-defined field of enquiry,,ALREADY_GOOD,GOOD,This outcome appropriately targets synthesis as it requires students to combine information from multiple sources and make judgements about its relevance and quality.,Research Proposal,2.24290967
SCIE5517,Masters Research Project in Oceanography Part 1,5,2,"write a research proposal outlining the project, including a literature review",,ALREADY_GOOD,GOOD,"This outcome requires students to create a new, organised plan (a proposal) based on gathered information and critical assessment, fitting the synthesis level.",Research Proposal,2.24290967
SCIE5517,Masters Research Project in Oceanography Part 1,5,3,"collect or generate relevant data, data-products or models involving primary and secondary sources as appropriate","Design and implement a data collection strategy, integrating primary and secondary sources, to generate a novel dataset for investigation.",GOOD,COULD_IMPROVE,"While data collection is important, this outcome leans towards application.","Research Dissertation
Research Seminar",2.24290967
SCIE5517,Masters Research Project in Oceanography Part 1,5,4,utilise appropriate means of quantitative and/or qualitative analysis to explore the data and/or model results,"Develop and justify a methodological approach, combining quantitative and/or qualitative analysis techniques, to investigate the data and/or model results.",GOOD,NEEDS_REVISION,"This outcome is at the application level, focusing on *using* existing methods.","Research Dissertation
Research Seminar",2.24290967
SCIE5517,Masters Research Project in Oceanography Part 1,5,5,present the provisional results of their research in a short oral presentation,"Synthesise provisional research findings into a coherent narrative for presentation, adapting communication strategies for a specialist audience.",GOOD,COULD_IMPROVE,Presentation is more application than synthesis.,Research Seminar,2.24290967
SCIE5517,Masters Research Project in Oceanography Part 1,5,6,write the results scientifically in the format of an academic journal paper,,ALREADY_GOOD,GOOD,"This outcome requires students to combine research findings, analysis, and writing skills to create a new, structured document, aligning with the synthesis level. The six learning outcomes are appropriate in quantity for a 6-point unit. Most align well with the synthesis level (Level 5), though two outcomes could be strengthened to more explicitly require the creation of something new or a novel combination of existing elements.",Research Dissertation,2.24290967
CITS5017,Deep Learning,5,1,demonstrate efficacy in applying deep neural networks on structured and unstructured data,,ALREADY_GOOD,GOOD,"This outcome appropriately focuses on the application of deep learning techniques, fitting the Level 3 (Application) expectation.","mid-semester test, practical projects, final examination",2.10720106
CITS5017,Deep Learning,5,2,demonstrate understanding of autoencoders for semi-supervised learning and dimensionality reduction,Design and implement autoencoders to solve semi-supervised learning and dimensionality reduction problems.,GOOD,NEEDS_REVISION,"This outcome focuses on *understanding* which is a Level 2 (Comprehension) skill, not the required Level 5 (Synthesis).","mid-semester test, practical projects",2.10720106
CITS5017,Deep Learning,5,3,apply sequence processing methods to time-series data,,ALREADY_GOOD,GOOD,"This outcome is appropriately focused on application, aligning with the Level 3 (Application) expectation.","practical projects, final examination",2.10720106
CITS5017,Deep Learning,5,4,apply generative models for data generation,,ALREADY_GOOD,GOOD,"This outcome focuses on the application of generative models, fitting the Level 3 (Application) expectation.","practical projects, final examination",2.10720106
CITS5017,Deep Learning,5,5,apply generative adversarial networks to learn data distribution,,ALREADY_GOOD,GOOD,"This outcome focuses on the application of GANs, fitting the Level 3 (Application) expectation.","practical projects, final examination",2.10720106
CITS5017,Deep Learning,5,6,demonstrate understanding of deep reinforcement learning,Develop a deep reinforcement learning agent to solve a defined control problem.,GOOD,NEEDS_REVISION,"Similar to the second outcome, this focuses on *understanding* which is a Level 2 (Comprehension) skill, not the required Level 5 (Synthesis). The unit has 6 Learning Outcomes, which is appropriate for a 6-point unit. However, two of the Learning Outcomes are at the Comprehension level (Level 2) and should be revised to focus on Synthesis (Level 5) skills, such as designing, creating, or developing solutions using deep learning techniques.","practical projects, final examination",2.10720106
CLAN3204,Greek 4,3,1,produce an accurate English translation of the set Greek texts with the aid of reference materials,,ALREADY_GOOD,GOOD,"This outcome clearly asks students to *apply* their knowledge of Greek to a practical task (translation) and utilises resources, fitting Level 3 well.",contribution to in-class translations,2.371306141
CLAN3204,Greek 4,3,2,demonstrate recall and mastery of Ancient Greek vocabulary and grammar through translation of passages of seen and unseen prose or verse without the aid of reference materials,"Apply knowledge of Ancient Greek vocabulary and grammar to translate passages of seen and unseen prose or verse, demonstrating accuracy and fluency.",GOOD,NEEDS_REVISION,This outcome focuses heavily on *recall* (knowledge level) rather than application.,exam,2.371306141
CLAN3204,Greek 4,3,3,"contextualise and comment on selected passages from the set texts in terms of their linguistic, historical and literary features","Apply understanding of linguistic, historical, and literary contexts to analyse and interpret selected passages from the set texts.",GOOD,COULD_IMPROVE,"While 'comment' implies some application, the phrasing leans towards comprehension.",exam,2.371306141
CLAN3204,Greek 4,3,4,scan simple Greek verse,"Apply knowledge of Greek metrical patterns to scan and analyse simple Greek verse, identifying key features.",GOOD,NEEDS_REVISION,"'Scan' is a very low-level cognitive skill, closer to knowledge or comprehension.",exam,2.371306141
CLAN3204,Greek 4,3,5,conduct independent research in Greek literature demonstrating a familiarity with the discourse conventions of the discipline,"Apply research skills to investigate a topic in Greek literature, presenting findings in a manner consistent with academic discourse conventions.",GOOD,COULD_IMPROVE,"This outcome is leaning towards Analysis level, as it requires research and understanding of conventions.",research essay,2.371306141
CLAN3204,Greek 4,3,6,translate unseen passages of Ancient Greek without reference books,,ALREADY_GOOD,GOOD,"This outcome directly asks students to *apply* their Greek language skills to a new task, fitting Level 3 appropriately. The unit has 6 Learning Outcomes, which is appropriate for a 6-point unit. However, two of the outcomes require significant revision to align with the expected Application (Level 3) Bloom's Taxonomy level, while two others could be strengthened to more clearly demonstrate application.",exam,2.371306141
MGMT5501,Organisational Behaviour,5,1,explain and apply contemporary evidence based organisational behaviour knowledge to real world situations,"Design and implement evidence-based solutions to complex organisational behaviour challenges, justifying choices with contemporary research.",GOOD,COULD_IMPROVE,"This outcome blends comprehension and application, but for a Level 5 unit, it needs a stronger focus on creation or design.","individual activities, final examination",2.292813097
MGMT5501,Organisational Behaviour,5,2,apply critical thinking and diagnostic skills to analyse case studies and realistic scenarios using organisational behaviour theories and concepts,"Formulate novel approaches to address complex organisational issues identified through the analysis of case studies and realistic scenarios, integrating organisational behaviour theories and concepts.",GOOD,NEEDS_REVISION,"This outcome is primarily analytical (Level 4), not synthetic.","individual activities, final examination",2.292813097
MGMT5501,Organisational Behaviour,5,3,develop strategic solutions to a range of organisational behavioural challenges in the contemporary workplace that incorporates multiple stakeholder perspectives,,ALREADY_GOOD,GOOD,"This outcome clearly asks students to *develop* (a synthesis verb) solutions, considering multiple perspectives, fitting the Level 5 expectation.","individual activities, final examination",2.292813097
MGMT5501,Organisational Behaviour,5,4,develop effective communication skills to influence and relate to multiple stakeholders across a range of business contexts,"Construct persuasive communication strategies tailored to diverse stakeholders in complex business contexts, demonstrating the ability to influence outcomes.",GOOD,COULD_IMPROVE,"While 'develop' is a synthesis verb, the outcome focuses on skill development rather than creating something new.","individual activities, final examination",2.292813097
MGMT5501,Organisational Behaviour,5,5,"recognise, understand and identify appropriate actions to ethical dilemmas and cross cultural situations",Propose and justify ethical frameworks for navigating complex dilemmas and cross-cultural situations within organisations.,GOOD,NEEDS_REVISION,This outcome is heavily rooted in knowledge and comprehension (Levels 1 & 2).,"individual activities, final examination",2.292813097
MGMT5501,Organisational Behaviour,5,6,demonstrate an ability to work effectively in teams,"Collaboratively design and implement a team project addressing a real-world organisational behaviour challenge, reflecting on the process and outcomes.",GOOD,NEEDS_REVISION,This outcome focuses on demonstration of a skill (application) rather than synthesis.,group activities,2.292813097
MGMT5501,Organisational Behaviour,5,7,apply leadership knowledge and skills to improve individual and organisational effectiveness,"Create and evaluate a leadership development plan for an individual or organisation, integrating relevant theories and skills to enhance effectiveness.",GOOD,COULD_IMPROVE,"This outcome is primarily application, lacking the creative element expected at Level 5. The unit currently has 7 Learning Outcomes, which is acceptable for a 6-point unit. However, several outcomes are not appropriately aligned with the Level 5 (Synthesis) expectation and require revision to focus on creating, designing, or formulating new approaches rather than simply applying or analysing existing knowledge.","individual activities, group activities, final examination",2.292813097
PAED5901,MChHRes Thesis Research (full-time),5,1,critically review and synthesise the relevant literature,,ALREADY_GOOD,GOOD,"This outcome appropriately targets synthesis, requiring students to combine information from multiple sources to create a new understanding.","Research proposal, Literature review (both formative)",2.546660042
PAED5901,MChHRes Thesis Research (full-time),5,2,develop workable hypotheses or research questions,Formulate novel hypotheses or research questions based on a synthesis of existing literature.,GOOD,COULD_IMPROVE,"While developing hypotheses is a valuable skill, the verb 'develop' is more aligned with Application.",Research proposal (formative),2.546660042
PAED5901,MChHRes Thesis Research (full-time),5,3,design and conduct experiments to appropriately test hypotheses or research questions,Create an experimental design that integrates multiple methodologies to comprehensively test hypotheses or research questions.,GOOD,NEEDS_REVISION,"This outcome focuses on application and potentially analysis, not synthesis.",Research proposal (formative),2.546660042
PAED5901,MChHRes Thesis Research (full-time),5,4,analyse and critically interprete their own data in the context of existing literature,Synthesise findings from data analysis with existing literature to generate new insights and interpretations.,GOOD,COULD_IMPROVE,"The 'analyse' component is at the Analysis level, and while 'interpret' is better, the outcome could be strengthened to explicitly require synthesis.",Thesis (summative),2.546660042
PAED5901,MChHRes Thesis Research (full-time),5,5,disseminate the outcomes of their research in written and oral formats,"Construct a cohesive research narrative, integrating findings and interpretations, for dissemination in written and oral formats.",GOOD,NEEDS_REVISION,"This outcome is primarily at the Application level (using communication skills). The unit has 5 Learning Outcomes, which is within the appropriate range for a 6-point unit. However, several outcomes require revision to more strongly align with the Synthesis level of Bloom’s Taxonomy, focusing on creating something new rather than simply applying or analysing existing knowledge.","Thesis (summative), seminar (formative)",2.546660042
ARCT5597,Special unit: Form Timber in Architecture,5,1,"introduction to current developments in engineered timber, frame, shell and spatial structures, solid
planar elements and volume modules.
Exploration of timber orientated design processors based on a real brief and client.
Design representation using combination of hand and computer based techniques with a focus on
materiality and forms.
Improved understanding of timber’s aesthetic along with its structural potential and limitations.
Hands on appreciation of wood through construction, focusing of timber specific tools, jointing
techniques, spans, weather treatments, insect management, longevity and safety.
Workshop and on-site construction experience.
Satisfaction of seeing a project through from conception to completion.
Each design will receive feedback from the design review committee. The design review committee’s
decision will be final and no correspondence will be entered into","Develop innovative timber construction systems by applying knowledge of engineered timber, frame, shell and spatial structures, solid planar elements and volume modules.",GOOD,NEEDS_REVISION,"This outcome focuses on recalling information (Knowledge) rather than creating something new, which is expected at Level 5.","Assessment item 1. 70%
This assessment is designed to evaluate the thoroughness, inventiveness and completeness of the
design process. The state of readiness of the design to proceed to workshop fabrication and its ability to
be transported whole or in parts will also be assessed.
Assessment Criteria:
Adherence to the requirements of the brief and if a proposal deviates from this, then written and drawn
justification.
Design excellence and fitness for purpose of proposed design.Completeness of design process record and design drawings.
Assessment item 2. 30%
To design with materials is to understand materials.
Submission requirements:
This assessment will gauge the students appreciation of timber as a physical material through the care
and skill shown in the construction of the winning design. An appreciation of tools, material handling,
safety will be assessed throughout the construction process
Assessment criteria:
Workshop fabrication, attention to detail, participation and on-site installation",19.52271247
DENT5362,Diagnostic and Surgical Sciences 4,5,1,"discuss indications contraindication, technique, side effects and complications of sedation and general anaesthesia in dentistry",,ALREADY_GOOD,GOOD,This outcome aligns with Level 5 (Synthesis) as 'discuss' implies bringing together information to form a coherent understanding and explanation.,"written assessment oral medicine, oral pathology and oral surgery
Professional Behaviour Assessment (failed component)",2.086297452
DENT5362,Diagnostic and Surgical Sciences 4,5,2,plan for and perform simple and complicated tooth extraction,,ALREADY_GOOD,GOOD,"This outcome aligns with Level 5 (Synthesis) as 'plan' and 'perform' require the student to create a course of action and execute it, demonstrating a combination of skills and knowledge.","written assessment oral medicine, oral pathology and oral surgery
Clinical assessment exodontia
Professional Behaviour Assessment (failed component)",2.086297452
DENT5362,Diagnostic and Surgical Sciences 4,5,3,diagnose the source of pain and manage post-extraction complications,"Develop a comprehensive diagnostic and management plan for patients presenting with post-extraction complications, justifying the chosen approach.",GOOD,NEEDS_REVISION,This outcome is more aligned with Application or Analysis.,"written assessment oral medicine, oral pathology and oral surgery
Clinical assessment exodontia
Professional Behaviour Assessment (failed component)",2.086297452
DENT5362,Diagnostic and Surgical Sciences 4,5,4,"examine patients whose presenting complaint is not immediately dentally related and order and interpret diagnostic tests including radiology, histopathology, microbiology and haematology/biochemistry/serology","Formulate a diagnostic strategy for patients with non-dental presenting complaints, integrating the interpretation of diverse diagnostic tests to propose a differential diagnosis.",GOOD,COULD_IMPROVE,"While 'interpret' leans towards analysis, the overall outcome could be strengthened to emphasize creation of a diagnostic strategy.","written assessment oral medicine, oral pathology and oral surgery,
OSCE oral medicine and oral pathology
Professional Behaviour Assessment (failed component)",2.086297452
DENT5362,Diagnostic and Surgical Sciences 4,5,5,"display professional behaviour in the educational and clinical settings,","Construct a personal code of professional conduct, demonstrating its application in both educational and clinical scenarios.",GOOD,NEEDS_REVISION,'Display' is a weak verb and doesn't align with Synthesis.,Professional Behaviour Assessment (failed component),2.086297452
